,Unnamed: 0,AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,CEC Plant ID,Energy_Source,Lng,Lat,TAC_AREA_ID,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT
264,264,AS_SP15,GEN,CHEVCD_6_UNIT,CADET_6_N002,34916_CADET   _70.0_GU1,22M7_DB114,2022-07-28T00:00:00,625,G0107,NG,-119.475416334,35.115683184,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
265,265,AS_NP26,GEN,CHEVCD_6_UNIT,CADET_6_N002,34916_CADET   _70.0_GU1,22M7_DB114,2022-07-28T00:00:00,625,G0107,NG,-119.475416334,35.115683184,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
266,266,AS_NP26,GEN,CHEVCO_6_UNIT 1,DERRICK_6_N003,34653_DERRICK _70.0_GU1,22M7_DB114,2022-07-28T00:00:00,626,G0100,NG,-120.388519829,36.180650219,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
267,267,AS_SP15,GEN,CHEVCO_6_UNIT 1,DERRICK_6_N003,34653_DERRICK _70.0_GU1,22M7_DB114,2022-07-28T00:00:00,626,G0100,NG,-120.388519829,36.180650219,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
268,268,AS_SP15,GEN,CHEVCO_6_UNIT 2,DERRICK_6_N002,34653_DERRICK _70.0_GU2,22M7_DB114,2022-07-28T00:00:00,627,G0557,NG,-120.36870337,36.2375598510001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
269,269,AS_NP26,GEN,CHEVCO_6_UNIT 2,DERRICK_6_N002,34653_DERRICK _70.0_GU2,22M7_DB114,2022-07-28T00:00:00,627,G0557,NG,-120.36870337,36.2375598510001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
270,270,AS_NP26,GEN,CHEVCY_1_UNIT,CYMRIC_1_N004,34780_CYMRIC  _115_GU1,22M7_DB114,2022-07-28T00:00:00,629,G0102,NG,-119.68033411,35.3746337330001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
271,271,AS_SP15,GEN,CHEVCY_1_UNIT,CYMRIC_1_N004,34780_CYMRIC  _115_GU1,22M7_DB114,2022-07-28T00:00:00,629,G0102,NG,-119.68033411,35.3746337330001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
272,272,AS_SP15,GEN,CHEVMN_2_UNITS,CHEVMAIN_6_N004,24199_CHEVMAIN_66.0_GU1,22M7_DB114,2022-07-28T00:00:00,630,G0105,NG,-118.403641806,33.9055944780001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
273,273,AS_SP26,GEN,CHEVMN_2_UNITS,CHEVMAIN_6_N004,24199_CHEVMAIN_66.0_GU1,22M7_DB114,2022-07-28T00:00:00,630,G0105,NG,-118.403641806,33.9055944780001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
274,274,AS_NP26,GEN,CHICPK_7_UNIT 1,CHIPARK_7_B1,32462_CHI.PARK_11.5_GU1,22M7_DB114,2022-07-28T00:00:00,637,H0095,WAT,-120.891041826,39.17811549,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
275,275,AS_NP15,GEN,CHICPK_7_UNIT 1,CHIPARK_7_B1,32462_CHI.PARK_11.5_GU1,22M7_DB114,2022-07-28T00:00:00,637,H0095,WAT,-120.891041826,39.17811549,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
276,276,AS_SP26,GEN,CHINO_2_APEBT1,ALTAPES_7_N001,99004_ALTA PES_12.5_GUAP,22M7_DB114,2022-07-28T00:00:00,643,B0007,BAT,-117.735464236,34.0942791910001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
277,277,AS_SP15,GEN,CHINO_2_APEBT1,ALTAPES_7_N001,99004_ALTA PES_12.5_GUAP,22M7_DB114,2022-07-28T00:00:00,643,B0007,BAT,-117.735464236,34.0942791910001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
278,278,AS_SP15,GEN,CHINO_2_JURUPA,CHINO_6_N020,24024_CHINO   _66.0_GUJS,22M7_DB114,2022-07-28T00:00:00,644,S9412,SUN,-117.591767387,34.0504843890001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
279,279,AS_SP26,GEN,CHINO_2_JURUPA,CHINO_6_N020,24024_CHINO   _66.0_GUJS,22M7_DB114,2022-07-28T00:00:00,644,S9412,SUN,-117.591767387,34.0504843890001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
280,280,AS_SP26,GEN,CHINO_2_QF,CHINO_6_N003,24024_CHINO   _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,647,E0129,,-117.821685195,34.0409230650001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
281,281,AS_SP15,GEN,CHINO_2_QF,CHINO_6_N003,24024_CHINO   _66.0_GUQF,22M7_DB114,2022-07-28T00:00:00,647,E0129,,-117.821685195,34.0409230650001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
282,282,AS_SP15,GEN,CHINO_2_SASOLR,CHINO_6_N019,24024_CHINO   _66.0_GUSA,22M7_DB114,2022-07-28T00:00:00,648,S0210,SUN,-117.659051908,33.966779995,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
283,283,AS_SP26,GEN,CHINO_2_SASOLR,CHINO_6_N019,24024_CHINO   _66.0_GUSA,22M7_DB114,2022-07-28T00:00:00,648,S0210,SUN,-117.659051908,33.966779995,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
284,284,AS_SP26,GEN,CHINO_2_SOLAR,CHINO_6_GN001,24024_CHINO   _66.0_GUS1,22M7_DB114,2022-07-28T00:00:00,649,S0118,SUN,-117.700857139,33.9850236,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
285,285,AS_SP15,GEN,CHINO_2_SOLAR,CHINO_6_GN001,24024_CHINO   _66.0_GUS1,22M7_DB114,2022-07-28T00:00:00,649,S0118,SUN,-117.700857139,33.9850236,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
286,286,AS_SP15,GEN,CHINO_2_SOLAR2,CHINO_6_N033,24024_CHINO   _66.0_GUS2,22M7_DB114,2022-07-28T00:00:00,650,S0433,SUN,-117.605560256,34.0394105560001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
287,287,AS_SP26,GEN,CHINO_2_SOLAR2,CHINO_6_N033,24024_CHINO   _66.0_GUS2,22M7_DB114,2022-07-28T00:00:00,650,S0433,SUN,-117.605560256,34.0394105560001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
288,288,AS_SP26,GEN,CHINO_6_CIMGEN,CIMGEN_7_B1,24026_CIMGEN  _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,651,G0404,NG,-117.680842836,33.98954367,TAC_ECNTR,TAC_ECNTR,,2022-05-27T00:00:00,2030-12-31T23:59:59,2022-05-27T07:00:00-00:00,2031-01-01T07:59:59-00:00
289,289,AS_SP15,GEN,CHINO_6_CIMGEN,CIMGEN_7_B1,24026_CIMGEN  _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,651,G0404,NG,-117.680842836,33.98954367,TAC_ECNTR,TAC_ECNTR,,2022-05-27T00:00:00,2030-12-31T23:59:59,2022-05-27T07:00:00-00:00,2031-01-01T07:59:59-00:00
290,290,AS_NP15,GEN,CHWCHL_1_BIOMAS,CHWCHLA2_7_N001,34305_CHWCHLA2_13.8_GUBM,22M7_DB114,2022-07-28T00:00:00,667,E0018,WDS,-120.248826834,37.10692033,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
291,291,AS_NP26,GEN,CHWCHL_1_BIOMAS,CHWCHLA2_7_N001,34305_CHWCHLA2_13.8_GUBM,22M7_DB114,2022-07-28T00:00:00,667,E0018,WDS,-120.248826834,37.10692033,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
292,292,AS_NP15,GEN,CHWCHL_1_UNIT,CHOWCOGN_7_N001,34301_CHOWCOGN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,670,G0896,,-120.248327653,37.1085767820001,TAC_NORTH,TAC_NORTH,,2022-07-20T00:00:00,2030-12-31T23:59:59,2022-07-20T07:00:00-00:00,2031-01-01T07:59:59-00:00
293,293,AS_NP26,GEN,CHWCHL_1_UNIT,CHOWCOGN_7_N001,34301_CHOWCOGN_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,670,G0896,,-120.248327653,37.1085767820001,TAC_NORTH,TAC_NORTH,,2022-07-20T00:00:00,2030-12-31T23:59:59,2022-07-20T07:00:00-00:00,2031-01-01T07:59:59-00:00
294,294,AS_NP26,GEN,CLOVDL_1_SOLAR,CLOVRDLE_7_N001,31209_CLOVRDLE_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,681,S0309,SUN,-123.018954967,38.7760920100001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
295,295,AS_NP15,GEN,CLOVDL_1_SOLAR,CLOVRDLE_7_N001,31209_CLOVRDLE_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,681,S0309,SUN,-123.018954967,38.7760920100001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
296,296,AS_NP26,GEN,CLRKRD_6_COALCN,CLARKRD_7_N002,31705_CLARK RD_12.0_GUCC,22M7_DB114,2022-07-28T00:00:00,686,H0104,,-121.600505139,39.6050507850001,TAC_NORTH,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
297,297,AS_NP15,GEN,CLRKRD_6_COALCN,CLARKRD_7_N002,31705_CLARK RD_12.0_GUCC,22M7_DB114,2022-07-28T00:00:00,686,H0104,,-121.600505139,39.6050507850001,TAC_NORTH,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
298,298,AS_NP26,GEN,CLRKRD_6_LIMESD,CLARKRD_7_N003,31705_CLARK RD_12.0_GULS,22M7_DB114,2022-07-28T00:00:00,687,H0287,WAT,-121.570974998,39.6987592350001,TAC_NORTH,TAC_NORTH,,2022-04-01T00:00:00,2030-12-31T23:59:59,2022-04-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
299,299,AS_NP15,GEN,CLRKRD_6_LIMESD,CLARKRD_7_N003,31705_CLARK RD_12.0_GULS,22M7_DB114,2022-07-28T00:00:00,687,H0287,WAT,-121.570974998,39.6987592350001,TAC_NORTH,TAC_NORTH,,2022-04-01T00:00:00,2030-12-31T23:59:59,2022-04-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
300,300,AS_SP15,GEN,CNTNLA_2_SOLAR1,Q442GEN_7_N005,23265_Q442_GEN_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,704,S0291,SUN,-115.647196282,32.6861537180001,TAC_SOUTH,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
301,301,AS_SP26,GEN,CNTNLA_2_SOLAR1,Q442GEN_7_N005,23265_Q442_GEN_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,704,S0291,SUN,-115.647196282,32.6861537180001,TAC_SOUTH,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
302,302,AS_NP26,GEN,CNTRVL_6_UNIT,CNTRVL12_7_N002,31838_CNTRVL12_ 2.3_GU1,22M7_DB114,2022-07-28T00:00:00,707,H0092,,-121.657425475,39.7888745060001,TAC_NORTH,TAC_NORTH,,2021-07-01T00:00:00,2030-12-31T23:59:59,2021-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
303,303,AS_NP15,GEN,CNTRVL_6_UNIT,CNTRVL12_7_N002,31838_CNTRVL12_ 2.3_GU1,22M7_DB114,2022-07-28T00:00:00,707,H0092,,-121.657425475,39.7888745060001,TAC_NORTH,TAC_NORTH,,2021-07-01T00:00:00,2030-12-31T23:59:59,2021-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
304,304,AS_NP15,GEN,COCOSB_6_SOLAR,CCSUB_6_N024,33050_CC SUB  _60.0_GU1,22M7_DB114,2022-07-28T00:00:00,726,S9170,SUN,-121.748443069,38.0023144200001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
305,305,AS_NP26,GEN,COCOSB_6_SOLAR,CCSUB_6_N024,33050_CC SUB  _60.0_GU1,22M7_DB114,2022-07-28T00:00:00,726,S9170,SUN,-121.748443069,38.0023144200001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
306,306,AS_NP15,GEN,COGNAT_1_UNIT,COGNTNL_7_B1,33818_COG.NTNL_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,727,E0213,WDS,-121.330552014,37.943361113,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
307,307,AS_NP26,GEN,COGNAT_1_UNIT,COGNTNL_7_B1,33818_COG.NTNL_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,727,E0213,WDS,-121.330552014,37.943361113,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
308,308,AS_NP15,GEN,COLEMN_2_UNIT,COLEMAN_7_B1,31906_COLEMAN _ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,729,H0106,WAT,-122.121894034,40.4046245010001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
309,309,AS_NP26,GEN,COLEMN_2_UNIT,COLEMAN_7_B1,31906_COLEMAN _ 6.6_GU1,22M7_DB114,2022-07-28T00:00:00,729,H0106,WAT,-122.121894034,40.4046245010001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
310,310,AS_NP15,GEN,COLPIN_6_COLLNS,COLLINS_7_N002,31894_COLLINS _12.0_GU1,22M7_DB114,2022-07-28T00:00:00,743,E0026,,-121.243954539,40.302072348,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
311,311,AS_NP26,GEN,COLPIN_6_COLLNS,COLLINS_7_N002,31894_COLLINS _12.0_GU1,22M7_DB114,2022-07-28T00:00:00,743,E0026,,-121.243954539,40.302072348,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
312,312,AS_SP15,GEN,COLTON_6_AGUAM1,AGUAMNSA_7_B1,28008_AGUAMNSA_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,748,G0911,NG,-117.360452023,34.041617107,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
313,313,AS_SP26,GEN,COLTON_6_AGUAM1,AGUAMNSA_7_B1,28008_AGUAMNSA_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,748,G0911,NG,-117.360452023,34.041617107,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
314,314,AS_NP26,GEN,COLUSA_2_PL1X3,COLUSA_2_PL1X3-APND,,22M7_DB114,2022-07-28T00:00:00,753,G0934,NG,-122.269787154,39.365957935,TAC_NORTH,TAC_NORTH,,2010-08-18T00:00:00,2030-12-31T23:59:59,2010-08-18T07:00:00-00:00,2031-01-01T07:59:59-00:00
315,315,AS_NP15,GEN,COLUSA_2_PL1X3,COLUSA_2_PL1X3-APND,,22M7_DB114,2022-07-28T00:00:00,753,G0934,NG,-122.269787154,39.365957935,TAC_NORTH,TAC_NORTH,,2010-08-18T00:00:00,2030-12-31T23:59:59,2010-08-18T07:00:00-00:00,2031-01-01T07:59:59-00:00
316,316,AS_NP26,GEN,COLVIL_7_PL1X2,COLVIL_7_PL1X2-APND,,22M7_DB114,2022-07-28T00:00:00,758,H0107,WAT,-120.379840741,38.1448035490001,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
317,317,AS_NP15,GEN,COLVIL_7_PL1X2,COLVIL_7_PL1X2-APND,,22M7_DB114,2022-07-28T00:00:00,758,H0107,WAT,-120.379840741,38.1448035490001,TAC_NORTH,TAC_NORTH,,2009-03-31T00:00:00,2030-12-31T23:59:59,2009-03-31T07:00:00-00:00,2031-01-01T07:59:59-00:00
318,318,AS_SP26,GEN,CONTRL_1_LUNDY,CONTROLX_1_N003,24045_CONTROLX_115_GULD,22M7_DB114,2022-07-28T00:00:00,769,H0296,WAT,-119.172293655,38.042339112,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
319,319,AS_SP15,GEN,CONTRL_1_LUNDY,CONTROLX_1_N003,24045_CONTROLX_115_GULD,22M7_DB114,2022-07-28T00:00:00,769,H0296,WAT,-119.172293655,38.042339112,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
320,320,AS_SP15,GEN,CONTRL_1_OXBOW,CONTROL_1_N034,24723_CONTROL _115_GUOX,22M7_DB114,2022-07-28T00:00:00,770,T0077,GEO,-117.855282631,39.967273613,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
321,321,AS_SP26,GEN,CONTRL_1_OXBOW,CONTROL_1_N034,24723_CONTROL _115_GUOX,22M7_DB114,2022-07-28T00:00:00,770,T0077,GEO,-117.855282631,39.967273613,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
322,322,AS_SP15,GEN,CONTRL_1_POOLE,CONTROLX_1_N004,24045_CONTROLX_115_GUPL,22M7_DB114,2022-07-28T00:00:00,771,H0398,WAT,-119.215989884,37.9441219550001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
323,323,AS_SP26,GEN,CONTRL_1_POOLE,CONTROLX_1_N004,24045_CONTROLX_115_GUPL,22M7_DB114,2022-07-28T00:00:00,771,H0398,WAT,-119.215989884,37.9441219550001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
324,324,AS_SP26,GEN,CONTRL_1_QF,CONTROLX_1_N002,24045_CONTROLX_115_GUQF,22M7_DB114,2022-07-28T00:00:00,772,T0038,GEO,-118.90943647,37.6456256820001,TAC_ECNTR,TAC_ECNTR,,2022-07-01T00:00:00,2030-12-31T23:59:59,2022-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
325,325,AS_SP15,GEN,CONTRL_1_QF,CONTROLX_1_N002,24045_CONTROLX_115_GUQF,22M7_DB114,2022-07-28T00:00:00,772,T0038,GEO,-118.90943647,37.6456256820001,TAC_ECNTR,TAC_ECNTR,,2022-07-01T00:00:00,2030-12-31T23:59:59,2022-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
326,326,AS_SP26,GEN,CONTRL_1_RUSHCK,CONTROLX_1_N005,24045_CONTROLX_115_GURC,22M7_DB114,2022-07-28T00:00:00,773,H0426,WAT,-119.123298968,37.7670154630001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
327,327,AS_SP15,GEN,CONTRL_1_RUSHCK,CONTROLX_1_N005,24045_CONTROLX_115_GURC,22M7_DB114,2022-07-28T00:00:00,773,H0426,WAT,-119.123298968,37.7670154630001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
328,328,AS_SP15,GEN,COPMT2_2_SOLAR2,LSCM92_7_N005,18974_LS-CM92 _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,780,S0244,SUN,-114.976500109,35.801603093,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
329,329,AS_SP26,GEN,COPMT2_2_SOLAR2,LSCM92_7_N005,18974_LS-CM92 _34.5_GU2,22M7_DB114,2022-07-28T00:00:00,780,S0244,SUN,-114.976500109,35.801603093,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
330,330,AS_SP15,GEN,COPMT4_2_SOLAR4,LSQ855_7_N001,18722_LS-Q855 _34.5_GUS4,22M7_DB114,2022-07-28T00:00:00,782,S0540,SUN,-114.967187363,35.802610767,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
331,331,AS_SP26,GEN,COPMT4_2_SOLAR4,LSQ855_7_N001,18722_LS-Q855 _34.5_GUS4,22M7_DB114,2022-07-28T00:00:00,782,S0540,SUN,-114.967187363,35.802610767,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
332,332,AS_SP26,GEN,COPMTN_2_SOLAR1,COPPERMT_6_GN001,18624_COPPERMT_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,784,S0243,SUN,-114.992740865,35.7818219230001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
333,333,AS_SP15,GEN,COPMTN_2_SOLAR1,COPPERMT_6_GN001,18624_COPPERMT_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,784,S0243,SUN,-114.992740865,35.7818219230001,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
334,334,AS_NP15,GEN,CORCAN_1_SOLAR1,CORCORAN_7_N001,34421_CORCORAN_12.5_GUWD,22M7_DB114,2022-07-28T00:00:00,792,S0317,SUN,-119.581391636,36.1413261020001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
335,335,AS_NP26,GEN,CORCAN_1_SOLAR1,CORCORAN_7_N001,34421_CORCORAN_12.5_GUWD,22M7_DB114,2022-07-28T00:00:00,792,S0317,SUN,-119.581391636,36.1413261020001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
336,336,AS_NP15,GEN,CORCAN_1_SOLAR2,CORCCITY_7_N002,34433_CORCCITY_12.5_GUCC,22M7_DB114,2022-07-28T00:00:00,793,S0332,SUN,-119.553034825,36.1370249340001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
337,337,AS_NP26,GEN,CORCAN_1_SOLAR2,CORCCITY_7_N002,34433_CORCCITY_12.5_GUCC,22M7_DB114,2022-07-28T00:00:00,793,S0332,SUN,-119.553034825,36.1370249340001,TAC_NORTH,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
338,338,AS_SP26,GEN,CORONS_2_SOLAR,CLEARGEN_6_N004,24230_CLEARGEN_66.0_GUS1,22M7_DB114,2022-07-28T00:00:00,800,S0133,SUN,-117.511558083,33.827804815,TAC_ECNTR,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
