,AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,CEC Plant ID,Lng,Lat
333,AS_SP15,GEN,COPMTN_2_SOLAR1,COPPERMT_6_GN001,18624_COPPERMT_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,784,S0243,-114.992740865,35.7818219230001
334,AS_NP15,GEN,CORCAN_1_SOLAR1,CORCORAN_7_N001,34421_CORCORAN_12.5_GUWD,22M7_DB114,2022-07-28T00:00:00,792,S0317,-119.581391636,36.1413261020001
335,AS_NP26,GEN,CORCAN_1_SOLAR1,CORCORAN_7_N001,34421_CORCORAN_12.5_GUWD,22M7_DB114,2022-07-28T00:00:00,792,S0317,-119.581391636,36.1413261020001
336,AS_NP15,GEN,CORCAN_1_SOLAR2,CORCCITY_7_N002,34433_CORCCITY_12.5_GUCC,22M7_DB114,2022-07-28T00:00:00,793,S0332,-119.553034825,36.1370249340001
337,AS_NP26,GEN,CORCAN_1_SOLAR2,CORCCITY_7_N002,34433_CORCCITY_12.5_GUCC,22M7_DB114,2022-07-28T00:00:00,793,S0332,-119.553034825,36.1370249340001
338,AS_SP26,GEN,CORONS_2_SOLAR,CLEARGEN_6_N004,24230_CLEARGEN_66.0_GUS1,22M7_DB114,2022-07-28T00:00:00,800,S0133,-117.511558083,33.827804815
339,AS_SP15,GEN,CORONS_2_SOLAR,CLEARGEN_6_N004,24230_CLEARGEN_66.0_GUS1,22M7_DB114,2022-07-28T00:00:00,800,S0133,-117.511558083,33.827804815
340,AS_SP15,GEN,CORONS_6_CLRWTR,CORONS_6_CLRWTR-APND,,22M7_DB114,2022-07-28T00:00:00,804,G0923,-117.608290146,33.891197058
341,AS_SP26,GEN,CORONS_6_CLRWTR,CORONS_6_CLRWTR-APND,,22M7_DB114,2022-07-28T00:00:00,804,G0923,-117.608290146,33.891197058
342,AS_NP15,GEN,CORRAL_6_SJOAQN,CORRAL1_6_N002,33641_CORRAL1 _60.0_GU1,22M7_DB114,2022-07-28T00:00:00,809,E0253,-120.929829686,38.0301375220001
343,AS_NP26,GEN,CORRAL_6_SJOAQN,CORRAL1_6_N002,33641_CORRAL1 _60.0_GU1,22M7_DB114,2022-07-28T00:00:00,809,E0253,-120.929829686,38.0301375220001
344,AS_NP26,GEN,COTTLE_2_FRNKNH,COTTLE_7_N002,38349_COTTLE  _17.0_GUF,22M7_DB114,2022-07-28T00:00:00,815,H0488,-120.806888443,37.8303798090001
345,AS_NP15,GEN,COTTLE_2_FRNKNH,COTTLE_7_N002,38349_COTTLE  _17.0_GUF,22M7_DB114,2022-07-28T00:00:00,815,H0488,-120.806888443,37.8303798090001
346,AS_NP26,GEN,COVERD_2_MCKHY1,COVERD_7_N005,31846_COVE_RD _13.8_GUMC,22M7_DB114,2022-07-28T00:00:00,820,H0168,-121.956458599,40.8467597100001
347,AS_NP15,GEN,COVERD_2_MCKHY1,COVERD_7_N005,31846_COVE_RD _13.8_GUMC,22M7_DB114,2022-07-28T00:00:00,820,H0168,-121.956458599,40.8467597100001
348,AS_NP15,GEN,COVERD_2_QFUNTS,COVERD_7_B1,31846_COVE_RD _13.8_GUQF,22M7_DB114,2022-07-28T00:00:00,821,H0322,-121.948353026,40.882021797
349,AS_NP26,GEN,COVERD_2_QFUNTS,COVERD_7_B1,31846_COVE_RD _13.8_GUQF,22M7_DB114,2022-07-28T00:00:00,821,H0322,-121.948353026,40.882021797
350,AS_NP15,GEN,COWCRK_2_UNIT,COWCREEK_6_N001,31593_COWCREEK_60.0_GU1,22M7_DB114,2022-07-28T00:00:00,823,H0118,-122.020965549,40.5708116660001
351,AS_NP26,GEN,COWCRK_2_UNIT,COWCREEK_6_N001,31593_COWCREEK_60.0_GU1,22M7_DB114,2022-07-28T00:00:00,823,H0118,-122.020965549,40.5708116660001
352,AS_SP26,GEN,CPSTNO_7_PRMADS,CAPSTRNO_1_N016,22112_CAPSTRNO_!38_GUM1,22M7_DB114,2022-07-28T00:00:00,825,E0194,-117.614675204,33.4949909810001
353,AS_SP26,GEN,CPSTNO_7_PRMADS,CAPSTRNO_1_N016,22112_CAPSTRNO_138_GUM1,22M7_DB114,2022-07-28T00:00:00,825,E0194,-117.614675204,33.4949909810001
354,AS_SP15,GEN,CPSTNO_7_PRMADS,CAPSTRNO_1_N016,22112_CAPSTRNO_!38_GUM1,22M7_DB114,2022-07-28T00:00:00,825,E0194,-117.614675204,33.4949909810001
355,AS_SP15,GEN,CPSTNO_7_PRMADS,CAPSTRNO_1_N016,22112_CAPSTRNO_138_GUM1,22M7_DB114,2022-07-28T00:00:00,825,E0194,-117.614675204,33.4949909810001
356,AS_SP15,GEN,CPVERD_2_SOLAR,C590M1_7_N004,23307_IVGEN3M1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,826,S0258,-115.728842927,32.747357069
357,AS_SP26,GEN,CPVERD_2_SOLAR,C590M1_7_N004,23307_IVGEN3M1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,826,S0258,-115.728842927,32.747357069
358,AS_SP26,GEN,CRELMN_6_RAMON1,RAMNGEN_7_N002,22154_RAMN GEN_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,836,S0305,-116.871718242,33.011957443
359,AS_SP15,GEN,CRELMN_6_RAMON1,RAMNGEN_7_N002,22154_RAMN GEN_12.0_GU1,22M7_DB114,2022-07-28T00:00:00,836,S0305,-116.871718242,33.011957443
360,AS_NP15,GEN,CRESSY_1_PARKER,CRESSEY_1_N003,34140_CRESSEY _115_GU1,22M7_DB114,2022-07-28T00:00:00,840,H0325,-120.444430012,37.4778382900001
361,AS_NP26,GEN,CRESSY_1_PARKER,CRESSEY_1_N003,34140_CRESSEY _115_GU1,22M7_DB114,2022-07-28T00:00:00,840,H0325,-120.444430012,37.4778382900001
362,AS_NP26,GEN,CRESTA_7_PL1X2,CRESTA_7_PL1X2-APND,,22M7_DB114,2022-07-28T00:00:00,841,H0121,-121.409781722,39.8259111240001
363,AS_NP15,GEN,CRESTA_7_PL1X2,CRESTA_7_PL1X2-APND,,22M7_DB114,2022-07-28T00:00:00,841,H0121,-121.409781722,39.8259111240001
364,AS_NP15,GEN,CRNEVL_6_CRNVA,CRANEVLY_6_N003,34259_CRANEVLY_70.0_GUCV,22M7_DB114,2022-07-28T00:00:00,850,H0120,-119.529475192,37.291588217
365,AS_NP26,GEN,CRNEVL_6_CRNVA,CRANEVLY_6_N003,34259_CRANEVLY_70.0_GUCV,22M7_DB114,2022-07-28T00:00:00,850,H0120,-119.529475192,37.291588217
366,AS_NP26,GEN,CRNEVL_6_SJQN 2,SJNO2_6_N002,34260_SJNO2   _70.0_GUS2,22M7_DB114,2022-07-28T00:00:00,853,H0449,-119.497462814,37.203265033
367,AS_NP15,GEN,CRNEVL_6_SJQN 2,SJNO2_6_N002,34260_SJNO2   _70.0_GUS2,22M7_DB114,2022-07-28T00:00:00,853,H0449,-119.497462814,37.203265033
368,AS_NP26,GEN,CRNEVL_6_SJQN 3,CRANEVLY_6_N002,34259_CRANEVLY_70.0_GUS3,22M7_DB114,2022-07-28T00:00:00,854,H0450,-119.519029191,37.254004283
369,AS_NP15,GEN,CRNEVL_6_SJQN 3,CRANEVLY_6_N002,34259_CRANEVLY_70.0_GUS3,22M7_DB114,2022-07-28T00:00:00,854,H0450,-119.519029191,37.254004283
370,AS_NP26,GEN,CROKET_7_UNIT,CRCKTCOG_7_N001,32900_CRCKTCOG_18.0_GU1,22M7_DB114,2022-07-28T00:00:00,857,G0161,-122.215582021,38.0571212830001
371,AS_NP15,GEN,CROKET_7_UNIT,CRCKTCOG_7_N001,32900_CRCKTCOG_18.0_GU1,22M7_DB114,2022-07-28T00:00:00,857,G0161,-122.215582021,38.0571212830001
372,AS_SP15,GEN,CRSTWD_6_KUMYAY,KUMEYAAY_7_N001,22904_KUMEYAAY_34.5_GUKY,22M7_DB114,2022-07-28T00:00:00,863,W0359,-116.345237495,32.732370858
373,AS_SP26,GEN,CRSTWD_6_KUMYAY,KUMEYAAY_7_N001,22904_KUMEYAAY_34.5_GUKY,22M7_DB114,2022-07-28T00:00:00,863,W0359,-116.345237495,32.732370858
374,AS_NP15,GEN,CRWCKS_1_SOLAR1,CRWCRKGN_7_N001,34051_CRWCRKGN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,867,S0459,-121.131372441,37.391562241
375,AS_NP26,GEN,CRWCKS_1_SOLAR1,CRWCRKGN_7_N001,34051_CRWCRKGN_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,867,S0459,-121.131372441,37.391562241
376,AS_NP26,GEN,CSCCOG_1_UNIT 1,CSCCOG_6_N001,36832_CSC COG._60.0_GU1,22M7_DB114,2022-07-28T00:00:00,870,G0114,-121.944241226,37.364255217
377,AS_NP15,GEN,CSCCOG_1_UNIT 1,CSCCOG_6_N001,36832_CSC COG._60.0_GU1,22M7_DB114,2022-07-28T00:00:00,870,G0114,-121.944241226,37.364255217
378,AS_SP15,GEN,CSLR4S_2_SOLAR,Q510_7_N005,23294_Q510    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,873,S0255,-115.692943167,32.750676196
379,AS_SP26,GEN,CSLR4S_2_SOLAR,Q510_7_N005,23294_Q510    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,873,S0255,-115.692943167,32.750676196
380,AS_NP26,GEN,CSTOGA_6_LNDFIL,CALISTGA_6_N004,32652_CALISTGA_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,877,E0307,-122.531550236,38.5831840550001
381,AS_NP15,GEN,CSTOGA_6_LNDFIL,CALISTGA_6_N004,32652_CALISTGA_60.0_GUM1,22M7_DB114,2022-07-28T00:00:00,877,E0307,-122.531550236,38.5831840550001
382,AS_NP15,GEN,CSTRVL_7_PL1X2,CSTRVLLE_1_N004,35924_CSTRVLLE_115_GUM1,22M7_DB114,2022-07-28T00:00:00,880,E0135,-121.76772172,36.7137784780001
383,AS_NP26,GEN,CSTRVL_7_PL1X2,CSTRVLLE_1_N004,35924_CSTRVLLE_115_GUM1,22M7_DB114,2022-07-28T00:00:00,880,E0135,-121.76772172,36.7137784780001
384,AS_NP15,GEN,CSTRVL_7_QFUNTS,CSTRVLLE_1_N003,35924_CSTRVLLE_115_GUQF,22M7_DB114,2022-07-28T00:00:00,881,E0055,-121.767837301,36.70631052
385,AS_NP26,GEN,CSTRVL_7_QFUNTS,CSTRVLLE_1_N003,35924_CSTRVLLE_115_GUQF,22M7_DB114,2022-07-28T00:00:00,881,E0055,-121.767837301,36.70631052
386,AS_NP26,GEN,CTNWDP_1_QF,COTWDPGE_1_N024,31464_COTWDPGE_115_GUM1,22M7_DB114,2022-07-28T00:00:00,882,H0116,-118.043554214,36.4434689930001
387,AS_NP15,GEN,CTNWDP_1_QF,COTWDPGE_1_N024,31464_COTWDPGE_115_GUM1,22M7_DB114,2022-07-28T00:00:00,882,H0116,-118.043554214,36.4434689930001
388,AS_NP15,GEN,CUMBIA_1_SOLAR,4C687C2_7_N001,39508_4C687C2 _13.8_GUF,22M7_DB114,2022-07-28T00:00:00,886,S0343,-121.863846164,38.0194949950001
389,AS_NP26,GEN,CUMBIA_1_SOLAR,4C687C2_7_N001,39508_4C687C2 _13.8_GUF,22M7_DB114,2022-07-28T00:00:00,886,S0343,-121.863846164,38.0194949950001
390,AS_NP15,GEN,CURIS_1_QF,CURTISS_1_N010,33916_CURTISS _115_GUM1,22M7_DB114,2022-07-28T00:00:00,889,H0301,-120.432514174,37.368561975
391,AS_NP26,GEN,CURIS_1_QF,CURTISS_1_N010,33916_CURTISS _115_GUM1,22M7_DB114,2022-07-28T00:00:00,889,H0301,-120.432514174,37.368561975
392,AS_NP26,GEN,CUYAMS_6_CUYSR1,Q356_7_N001,35011_Q356    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,897,S0617,-119.597688994,34.9014358050001
393,AS_SP15,GEN,CUYAMS_6_CUYSR1,Q356_7_N001,35011_Q356    _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,897,S0617,-119.597688994,34.9014358050001
394,AS_NP15,GEN,DAVIS_1_SOLAR1,DAVIS_1_N029,31990_DAVIS   _115_GUMB,22M7_DB114,2022-07-28T00:00:00,926,S0310,-121.694432157,38.5015392380001
395,AS_NP26,GEN,DAVIS_1_SOLAR1,DAVIS_1_N029,31990_DAVIS   _115_GUMB,22M7_DB114,2022-07-28T00:00:00,926,S0310,-121.694432157,38.5015392380001
396,AS_NP15,GEN,DAVIS_1_SOLAR2,DAVIS_1_N030,31990_DAVIS   _115_GUMC,22M7_DB114,2022-07-28T00:00:00,927,S0311,-121.692346354,38.5015992140001
397,AS_NP26,GEN,DAVIS_1_SOLAR2,DAVIS_1_N030,31990_DAVIS   _115_GUMC,22M7_DB114,2022-07-28T00:00:00,927,S0311,-121.692346354,38.5015992140001
398,AS_NP26,GEN,DAVIS_7_MNMETH,DAVIS_1_N018,31990_DAVIS   _115_GUM1,22M7_DB114,2022-07-28T00:00:00,928,E0154,-121.687463868,38.5962985960001
399,AS_NP15,GEN,DAVIS_7_MNMETH,DAVIS_1_N018,31990_DAVIS   _115_GUM1,22M7_DB114,2022-07-28T00:00:00,928,E0154,-121.687463868,38.5962985960001
400,AS_NP15,GEN,DEADCK_1_UNIT,DEADWOOD_1_N001,31473_DEADWOOD_115_GU1,22M7_DB114,2022-07-28T00:00:00,931,H0362,-121.09576468,39.529995807
401,AS_NP26,GEN,DEADCK_1_UNIT,DEADWOOD_1_N001,31473_DEADWOOD_115_GU1,22M7_DB114,2022-07-28T00:00:00,931,H0362,-121.09576468,39.529995807
402,AS_NP26,GEN,DEERCR_6_UNIT 1,DEERCRK_7_B1,32474_DEER CRK_ 2.3_GU1,22M7_DB114,2022-07-28T00:00:00,934,H0133,-120.844158217,39.298118577
403,AS_NP15,GEN,DEERCR_6_UNIT 1,DEERCRK_7_B1,32474_DEER CRK_ 2.3_GU1,22M7_DB114,2022-07-28T00:00:00,934,H0133,-120.844158217,39.298118577
404,AS_SP26,GEN,DELAMO_2_SOLAR1,DELAMO_2_N060,24029_DELAMO  _230_GUH,22M7_DB114,2022-07-28T00:00:00,939,S0438,-118.045698514,33.9107500980001
405,AS_SP15,GEN,DELAMO_2_SOLAR1,DELAMO_2_N060,24029_DELAMO  _230_GUH,22M7_DB114,2022-07-28T00:00:00,939,S0438,-118.045698514,33.9107500980001
406,AS_SP26,GEN,DELAMO_2_SOLAR2,DELAMO_2_N061,24029_DELAMO  _230_GUM,22M7_DB114,2022-07-28T00:00:00,940,S0439,-118.044045372,33.9107588050001
407,AS_SP15,GEN,DELAMO_2_SOLAR2,DELAMO_2_N061,24029_DELAMO  _230_GUM,22M7_DB114,2022-07-28T00:00:00,940,S0439,-118.044045372,33.9107588050001
408,AS_SP15,GEN,DELAMO_2_SOLAR3,DELAMO_2_N071,24029_DELAMO  _230_GUGS,22M7_DB114,2022-07-28T00:00:00,941,S0575,-118.048997043,33.914045055
409,AS_SP26,GEN,DELAMO_2_SOLAR3,DELAMO_2_N071,24029_DELAMO  _230_GUGS,22M7_DB114,2022-07-28T00:00:00,941,S0575,-118.048997043,33.914045055
410,AS_SP15,GEN,DELAMO_2_SOLAR4,DELAMO_2_N072,24029_DELAMO  _230_GUS4,22M7_DB114,2022-07-28T00:00:00,942,S0576,-118.041470463,33.9124936640001
411,AS_SP26,GEN,DELAMO_2_SOLAR4,DELAMO_2_N072,24029_DELAMO  _230_GUS4,22M7_DB114,2022-07-28T00:00:00,942,S0576,-118.041470463,33.9124936640001
412,AS_SP15,GEN,DELAMO_2_SOLAR5,DELAMO_2_N073,24029_DELAMO  _230_GUS5,22M7_DB114,2022-07-28T00:00:00,943,S0577,-118.049730653,33.912455177
413,AS_SP26,GEN,DELAMO_2_SOLAR5,DELAMO_2_N073,24029_DELAMO  _230_GUS5,22M7_DB114,2022-07-28T00:00:00,943,S0577,-118.049730653,33.912455177
414,AS_SP15,GEN,DELAMO_2_SOLAR6,DELAMO_2_N074,24029_DELAMO  _230_GUs6,22M7_DB114,2022-07-28T00:00:00,944,S0578,-118.049883755,33.91085672
415,AS_SP26,GEN,DELAMO_2_SOLAR6,DELAMO_2_N074,24029_DELAMO  _230_GUs6,22M7_DB114,2022-07-28T00:00:00,944,S0578,-118.049883755,33.91085672
416,AS_SP26,GEN,DELAMO_2_SOLRC1,DELAMO_2_N051,24029_DELAMO  _230_GUC1,22M7_DB114,2022-07-28T00:00:00,945,S0208,-118.054331124,33.913079549
417,AS_SP15,GEN,DELAMO_2_SOLRC1,DELAMO_2_N051,24029_DELAMO  _230_GUC1,22M7_DB114,2022-07-28T00:00:00,945,S0208,-118.054331124,33.913079549
418,AS_SP26,GEN,DELAMO_2_SOLRD,DELAMO_2_N050,24029_DELAMO  _230_GUD,22M7_DB114,2022-07-28T00:00:00,946,S0209,-118.052353373,33.9123338950001
419,AS_SP15,GEN,DELAMO_2_SOLRD,DELAMO_2_N050,24029_DELAMO  _230_GUD,22M7_DB114,2022-07-28T00:00:00,946,S0209,-118.052353373,33.9123338950001
420,AS_SP26,GEN,DELSUR_6_BSOLAR,DELSURC2_7_N003,24342_DELSURC2_12.0_GUBS,22M7_DB114,2022-07-28T00:00:00,955,S9216,-118.12983043,34.7026915450001
421,AS_SP15,GEN,DELSUR_6_BSOLAR,DELSURC2_7_N003,24342_DELSURC2_12.0_GUBS,22M7_DB114,2022-07-28T00:00:00,955,S9216,-118.12983043,34.7026915450001
422,AS_SP26,GEN,DELSUR_6_CREST,DELSUR_6_CREST-APND,,22M7_DB114,2022-07-28T00:00:00,956,S0669,-118.30889494,34.7206143350001
423,AS_SP15,GEN,DELSUR_6_CREST,DELSUR_6_CREST-APND,,22M7_DB114,2022-07-28T00:00:00,956,S0669,-118.30889494,34.7206143350001
424,AS_SP15,GEN,DELSUR_6_DRYFRB,DELSURC1_7_N003,24341_DELSURC1_12.0_GUDF,22M7_DB114,2022-07-28T00:00:00,959,S9413,-118.292359999,34.717391423
425,AS_SP26,GEN,DELSUR_6_DRYFRB,DELSURC1_7_N003,24341_DELSURC1_12.0_GUDF,22M7_DB114,2022-07-28T00:00:00,959,S9413,-118.292359999,34.717391423
426,AS_SP15,GEN,DELSUR_6_SOLAR1,DELSUR_6_N008,24411_DEL SUR _66.0_GUSN,22M7_DB114,2022-07-28T00:00:00,962,S9251,-118.302926158,34.729185441
427,AS_SP26,GEN,DELSUR_6_SOLAR1,DELSUR_6_N008,24411_DEL SUR _66.0_GUSN,22M7_DB114,2022-07-28T00:00:00,962,S9251,-118.302926158,34.729185441
428,AS_SP15,GEN,DELSUR_6_SOLAR4,DELSURC1_7_N004,24341_DELSURC1_12.0_GUS4,22M7_DB114,2022-07-28T00:00:00,963,S0261,-118.288315932,34.666176319
429,AS_SP26,GEN,DELSUR_6_SOLAR4,DELSURC1_7_N004,24341_DELSURC1_12.0_GUS4,22M7_DB114,2022-07-28T00:00:00,963,S0261,-118.288315932,34.666176319
430,AS_SP26,GEN,DELSUR_6_SOLAR5,DELSURC1_7_N005,24341_DELSURC1_12.0_GUS5,22M7_DB114,2022-07-28T00:00:00,964,S0262,-118.287005451,34.6646456280001
431,AS_SP15,GEN,DELSUR_6_SOLAR5,DELSURC1_7_N005,24341_DELSURC1_12.0_GUS5,22M7_DB114,2022-07-28T00:00:00,964,S0262,-118.287005451,34.6646456280001
432,AS_NP26,GEN,DELTA_2_PL1X4,DELTA_2_PL1X4-APND,,22M7_DB114,2022-07-28T00:00:00,970,G0783,-121.844819573,38.0173170640001
433,AS_NP15,GEN,DELTA_2_PL1X4,DELTA_2_PL1X4-APND,,22M7_DB114,2022-07-28T00:00:00,970,G0783,-121.844819573,38.0173170640001
434,AS_SP15,GEN,DEVERS_1_SEPV05,DEVERS_1_N057,24805_DEVERS  _115_GUS5,22M7_DB114,2022-07-28T00:00:00,977,S0164,-116.153274382,34.174678242
435,AS_SP26,GEN,DEVERS_1_SEPV05,DEVERS_1_N057,24805_DEVERS  _115_GUS5,22M7_DB114,2022-07-28T00:00:00,977,S0164,-116.153274382,34.174678242
436,AS_SP15,GEN,DEVERS_1_SOLAR,DEVERS_2_N072,24805_DEVERS  _115_GUS1,22M7_DB114,2022-07-28T00:00:00,978,S0289,-116.236566169,34.165711822
437,AS_SP26,GEN,DEVERS_1_SOLAR,DEVERS_2_N072,24805_DEVERS  _115_GUS1,22M7_DB114,2022-07-28T00:00:00,978,S0289,-116.236566169,34.165711822
438,AS_SP26,GEN,DEVERS_1_SOLAR1,DEVERS_1_N103,24805_DEVERS  _115_GUS8,22M7_DB114,2022-07-28T00:00:00,979,S9409,-116.152698412,34.1706074320001
439,AS_SP15,GEN,DEVERS_1_SOLAR1,DEVERS_1_N103,24805_DEVERS  _115_GUS8,22M7_DB114,2022-07-28T00:00:00,979,S9409,-116.152698412,34.1706074320001
440,AS_SP26,GEN,DEVERS_1_SOLAR2,DEVERS_1_N102,24805_DEVERS  _115_GUS9,22M7_DB114,2022-07-28T00:00:00,980,S9410,-116.092121394,34.191444716
441,AS_SP15,GEN,DEVERS_1_SOLAR2,DEVERS_1_N102,24805_DEVERS  _115_GUS9,22M7_DB114,2022-07-28T00:00:00,980,S9410,-116.092121394,34.191444716
442,AS_SP15,GEN,DEVERS_2_DHSPG2,DEVERS_1_N081,24805_DEVERS  _115_GUD2,22M7_DB114,2022-07-28T00:00:00,985,S0640,-116.530127229,33.922988919
443,AS_SP26,GEN,DEVERS_2_DHSPG2,DEVERS_1_N081,24805_DEVERS  _115_GUD2,22M7_DB114,2022-07-28T00:00:00,985,S0640,-116.530127229,33.922988919
444,AS_NP26,GEN,DEXZEL_1_UNIT,DEXZEL_1_N001,34717_DEXZEL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,989,G0173,-119.01275468,35.440713391
445,AS_SP15,GEN,DEXZEL_1_UNIT,DEXZEL_1_N001,34717_DEXZEL  _115_GU1,22M7_DB114,2022-07-28T00:00:00,989,G0173,-119.01275468,35.440713391
446,AS_NP15,GEN,DINUBA_6_UNIT,DINUBAE_7_B2,34648_DINUBA E_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1003,E0033,-119.418518321,36.5698019120001
447,AS_NP26,GEN,DINUBA_6_UNIT,DINUBAE_7_B2,34648_DINUBA E_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1003,E0033,-119.418518321,36.5698019120001
448,AS_NP26,GEN,DISCOV_1_CHEVRN,DISCOVRY_7_N002,35062_DISCOVRY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1006,G0103,-118.961362838,35.4406028600001
449,AS_SP15,GEN,DISCOV_1_CHEVRN,DISCOVRY_7_N002,35062_DISCOVRY_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1006,G0103,-118.961362838,35.4406028600001
450,AS_SP15,GEN,DIVSON_6_NSQF,NSCOGEN_7_B1,22552_NSCOGEN _12.5_GU1,22M7_DB114,2022-07-28T00:00:00,1013,G0626,-117.12254703,32.6792995690001
451,AS_SP26,GEN,DIVSON_6_NSQF,NSCOGEN_7_B1,22552_NSCOGEN _12.5_GU1,22M7_DB114,2022-07-28T00:00:00,1013,G0626,-117.12254703,32.6792995690001
452,AS_NP15,GEN,DIXNLD_1_LNDFL,ZEROWST_7_N002,35601_ZERO WST_21.6_GU1,22M7_DB114,2022-07-28T00:00:00,1017,E0303,-121.951246734,37.43466934
453,AS_NP26,GEN,DIXNLD_1_LNDFL,ZEROWST_7_N002,35601_ZERO WST_21.6_GU1,22M7_DB114,2022-07-28T00:00:00,1017,E0303,-121.951246734,37.43466934
454,AS_SP26,GEN,DMDVLY_1_UNITS,DMDVLY_1_UNITS-APND,,22M7_DB114,2022-07-28T00:00:00,1036,H0611,-117.070598191,33.6810772200001
455,AS_SP15,GEN,DMDVLY_1_UNITS,DMDVLY_1_UNITS-APND,,22M7_DB114,2022-07-28T00:00:00,1036,H0611,-117.070598191,33.6810772200001
456,AS_NP26,GEN,DONNLS_7_UNIT,DONNELLS_7_B1,34058_DONNELLS_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1041,H0145,-120.034149862,38.246479261
457,AS_NP15,GEN,DONNLS_7_UNIT,DONNELLS_7_B1,34058_DONNELLS_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1041,H0145,-120.034149862,38.246479261
458,AS_NP26,GEN,DOUBLC_1_UNITS,DOUBLEC_7_B1,34733_DOUBLE C_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1050,G0176,-119.046065228,35.500497136
459,AS_SP15,GEN,DOUBLC_1_UNITS,DOUBLEC_7_B1,34733_DOUBLE C_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,1050,G0176,-119.046065228,35.500497136
460,AS_SP15,GEN,DRACKR_2_DS3SR3,DRACKRS3_7_N001,24981_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,1054,S0699,-114.763240332,33.6741611100001
461,AS_SP26,GEN,DRACKR_2_DS3SR3,DRACKRS3_7_N001,24981_34.5_GUS3,22M7_DB114,2022-07-28T00:00:00,1054,S0699,-114.763240332,33.6741611100001
462,AS_SP15,GEN,DRACKR_2_SOLAR1,BLYTHES1_7_N001,24979_BLYTHES1_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,1060,S0519,-114.741934713,33.6797098970001
463,AS_SP26,GEN,DRACKR_2_SOLAR1,BLYTHES1_7_N001,24979_BLYTHES1_34.5_GUS1,22M7_DB114,2022-07-28T00:00:00,1060,S0519,-114.741934713,33.6797098970001
464,AS_SP26,GEN,DRACKR_2_SOLAR2,DRACKRS2_7_N002,24959_DRACKRS2_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,1061,S0529,-114.69087129,33.614849673
465,AS_SP15,GEN,DRACKR_2_SOLAR2,DRACKRS2_7_N002,24959_DRACKRS2_34.5_GUS2,22M7_DB114,2022-07-28T00:00:00,1061,S0529,-114.69087129,33.614849673
466,AS_SP26,GEN,DREWS_6_PL1X4,DREWS_6_PL1X4-APND,,22M7_DB114,2022-07-28T00:00:00,1068,G0821,-117.353776034,34.0606801010001
467,AS_SP15,GEN,DREWS_6_PL1X4,DREWS_6_PL1X4-APND,,22M7_DB114,2022-07-28T00:00:00,1068,G0821,-117.353776034,34.0606801010001
468,AS_NP26,GEN,DSABLA_7_UNIT,DESABLA_7_B1,31898_DE SABLA_ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,1079,H0192,-121.631797076,39.8691836570001
469,AS_NP15,GEN,DSABLA_7_UNIT,DESABLA_7_B1,31898_DE SABLA_ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,1079,H0192,-121.631797076,39.8691836570001
470,AS_SP15,GEN,DSFLWR_2_WS2SR1,WILSPR2_7_N001,99312_WIL SPR2_34.5_GUW2,22M7_DB114,2022-07-28T00:00:00,1080,S0656,-118.331885567,34.8372747240001
471,AS_SP26,GEN,DSFLWR_2_WS2SR1,WILSPR2_7_N001,99312_WIL SPR2_34.5_GUW2,22M7_DB114,2022-07-28T00:00:00,1080,S0656,-118.331885567,34.8372747240001
472,AS_SP26,GEN,DSRTHV_2_DH1SR1,DSRTHV3_7_N001,28950_34.5_GENS1,22M7_DB114,2022-07-28T00:00:00,1081,S0710,-115.241104981,33.684592411
473,AS_SP15,GEN,DSRTHV_2_DH1SR1,DSRTHV3_7_N001,28950_34.5_GENS1,22M7_DB114,2022-07-28T00:00:00,1081,S0710,-115.241104981,33.684592411
474,AS_SP26,GEN,DSRTHV_2_DH2SR2,DSRTHV3_7_N002,28951_34.5_GENS2,22M7_DB114,2022-07-28T00:00:00,1083,S0711,-115.241098076,33.684590832
