AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP
AS_NP26,LOAD,TRNDAD_6_LD1,TRINIDAD_6_N001,31052_TRINIDAD_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,4952
AS_NP15,GEN,TRNQL8_2_AMASR1,Q1032C2_7_N001,36514_Q1032C3 _34.5_GUAM,22M7_DB114,2022-07-28T00:00:00,4953
AS_NP26,GEN,TRNQL8_2_AMASR1,Q1032C2_7_N001,36514_Q1032C3 _34.5_GUAM,22M7_DB114,2022-07-28T00:00:00,4953
AS_NP15,GEN,TRNQL8_2_AZUSR1,Q1032C2_7_N002,36512_Q1032C1 _34.5_GUAZ,22M7_DB114,2022-07-28T00:00:00,4954
AS_NP26,GEN,TRNQL8_2_AZUSR1,Q1032C2_7_N002,36512_Q1032C1 _34.5_GUAZ,22M7_DB114,2022-07-28T00:00:00,4954
AS_NP26,GEN,TRNQL8_2_ROJSR1,Q1032C2_7_N003,36513_Q1032C2 _34.5_GURJ,22M7_DB114,2022-07-28T00:00:00,4955
AS_NP15,GEN,TRNQL8_2_ROJSR1,Q1032C2_7_N003,36513_Q1032C2 _34.5_GURJ,22M7_DB114,2022-07-28T00:00:00,4955
AS_NP26,GEN,TRNQL8_2_VERSR1,Q1032C2_7_N004,36513_Q1032C2 _34.5_GUVE,22M7_DB114,2022-07-28T00:00:00,4956
AS_NP15,GEN,TRNQL8_2_VERSR1,Q1032C2_7_N004,36513_Q1032C2 _34.5_GUVE,22M7_DB114,2022-07-28T00:00:00,4956
AS_SP15,LOAD,TRNQLT_2_LD-M1,Q643X_2_NM01,30792_Q643X   _230_LDM1,22M7_DB114,2022-07-28T00:00:00,4957
AS_NP26,LOAD,TRNQLT_2_LD-M1,Q643X_2_NM01,30792_Q643X   _230_LDM1,22M7_DB114,2022-07-28T00:00:00,4957
AS_SP15,GEN,TRNQLT_2_RETBT1,Q643XC2_7_N002,GN-RETBT1_GU,22M7_DB114,2022-07-28T00:00:00,4958
AS_NP26,GEN,TRNQLT_2_RETBT1,Q643XC2_7_N002,GN-RETBT1_GU,22M7_DB114,2022-07-28T00:00:00,4958
AS_NP26,GEN,TRNQLT_2_SOLAR,Q643XC2_7_N001,34338_Q643XC2 _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,4959
AS_NP15,GEN,TRNQLT_2_SOLAR,Q643XC2_7_N001,34338_Q643XC2 _34.5_GU1,22M7_DB114,2022-07-28T00:00:00,4959
AS_SP26,GEN,TRNSWD_1_QF,TRANWND_1_N001,25637_TRANWND _115_GUQF,22M7_DB114,2022-07-28T00:00:00,4960
AS_SP15,GEN,TRNSWD_1_QF,TRANWND_1_N001,25637_TRANWND _115_GUQF,22M7_DB114,2022-07-28T00:00:00,4960
AS_NP15,LOAD,TUDOR_6_LD1,TUDOR_6_N001,32340_TUDOR   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,4961
AS_NP26,LOAD,TUDOR_6_LD1,TUDOR_6_N001,32340_TUDOR   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,4961
AS_SP15,GEN,TULARE_2_TFCBM1,TULARE60_6_N003,GN-TFCBM1_GU,22M7_DB114,2022-07-28T00:00:00,4962
AS_SP26,GEN,TULARE_2_TFCBM1,TULARE60_6_N003,GN-TFCBM1_GU,22M7_DB114,2022-07-28T00:00:00,4962
AS_SP15,GEN,TULARE_2_TULBM1,TULARE60_6_N001,99900_TULARE60_66.0_GUM1,22M7_DB114,2022-07-28T00:00:00,4963
AS_SP26,GEN,TULARE_2_TULBM1,TULARE60_6_N001,99900_TULARE60_66.0_GUM1,22M7_DB114,2022-07-28T00:00:00,4963
AS_SP26,GEN,TULEWD_1_TULWD1,TULEWC1_7_N001,22941_TULEW C1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,4964
AS_SP15,GEN,TULEWD_1_TULWD1,TULEWC1_7_N001,22941_TULEW C1_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,4964
AS_NP26,GEN,TULLCK_7_UNIT 1,TULLOCH_7_B1,34076_TULLOCH _ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,4965
AS_NP15,GEN,TULLCK_7_UNIT 1,TULLOCH_7_B1,34076_TULLOCH _ 6.9_GU1,22M7_DB114,2022-07-28T00:00:00,4965
AS_NP15,GEN,TULLCK_7_UNIT 2,TULLOCH_7_B4,34076_TULLOCH _ 6.9_GU2,22M7_DB114,2022-07-28T00:00:00,4966
AS_NP26,GEN,TULLCK_7_UNIT 2,TULLOCH_7_B4,34076_TULLOCH _ 6.9_GU2,22M7_DB114,2022-07-28T00:00:00,4966
AS_NP15,GEN,TULLCK_7_UNIT 3,TULLOCH_7_B2,34076_TULLOCH _ 6.9_GU3,22M7_DB114,2022-07-28T00:00:00,4967
AS_NP26,GEN,TULLCK_7_UNIT 3,TULLOCH_7_B2,34076_TULLOCH _ 6.9_GU3,22M7_DB114,2022-07-28T00:00:00,4967
AS_NP15,GEN,TULLCK_7_UNITS,TULLCK_7_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,4968
AS_NP26,GEN,TULLCK_7_UNITS,TULLCK_7_UNITS-APND,N/A,22M7_DB114,2022-07-28T00:00:00,4968
AS_NP26,LOAD,TULRLK_6_LD1,TLRELKE_6_N001,34544_TLRE LKE_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4969
AS_SP15,LOAD,TULRLK_6_LD1,TLRELKE_6_N001,34544_TLRE LKE_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4969
AS_SP15,LOAD,TULRLK_7_LD2,TLRELKE_6_N011,34544_TLRE LKE_70.0_LD2,22M7_DB114,2022-07-28T00:00:00,4970
AS_NP26,LOAD,TULRLK_7_LD2,TLRELKE_6_N011,34544_TLRE LKE_70.0_LD2,22M7_DB114,2022-07-28T00:00:00,4970
AS_NP15,LOAD,TULUCY_6_LD2,TULUCAY_6_N001,32654_TULUCAY _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,4971
AS_NP26,LOAD,TULUCY_6_LD2,TULUCAY_6_N001,32654_TULUCAY _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,4971
AS_NP26,GEN,TUPMAN_1_BIOGAS,TUPMAN_1_N102,34750_TUPMAN  _115_GUM1,22M7_DB114,2022-07-28T00:00:00,4972
AS_SP15,GEN,TUPMAN_1_BIOGAS,TUPMAN_1_N102,34750_TUPMAN  _115_GUM1,22M7_DB114,2022-07-28T00:00:00,4972
AS_SP15,LOAD,TUPMAN_1_LD1,TUPMAN_1_N101,34750_TUPMAN  _115_LD1,22M7_DB114,2022-07-28T00:00:00,4973
AS_NP26,LOAD,TUPMAN_1_LD1,TUPMAN_1_N101,34750_TUPMAN  _115_LD1,22M7_DB114,2022-07-28T00:00:00,4973
AS_SP15,LOAD,TUPMAN_1_LD2,TUPMAN_1_LN001,34750_TUPMAN  _115_LD2,22M7_DB114,2022-07-28T00:00:00,4974
AS_NP26,LOAD,TUPMAN_1_LD2,TUPMAN_1_LN001,34750_TUPMAN  _115_LD2,22M7_DB114,2022-07-28T00:00:00,4974
AS_NP26,GEN,TVYVLY_6_KRSHY1,TVYVLLY_6_N008,GN-KRSHY1_GU,22M7_DB114,2022-07-28T00:00:00,4975
AS_NP15,GEN,TVYVLY_6_KRSHY1,TVYVLLY_6_N008,GN-KRSHY1_GU,22M7_DB114,2022-07-28T00:00:00,4975
AS_NP15,LOAD,TVYVLY_6_LD1,TVYVLLY_6_N001,34478_TVY VLLY_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4976
AS_NP26,LOAD,TVYVLY_6_LD1,TVYVLLY_6_N001,34478_TVY VLLY_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4976
AS_SP15,GEN,TWISSL_6_SOLAR,TWISSLMN_6_N005,34968_TWISSLMN_70.0_GU1,22M7_DB114,2022-07-28T00:00:00,4977
AS_NP26,GEN,TWISSL_6_SOLAR,TWISSLMN_6_N005,34968_TWISSLMN_70.0_GU1,22M7_DB114,2022-07-28T00:00:00,4977
AS_NP26,GEN,TWISSL_6_SOLAR1,ISIS_7_N002,34969_ISIS    _12.5_GU1,22M7_DB114,2022-07-28T00:00:00,4978
AS_SP15,GEN,TWISSL_6_SOLAR1,ISIS_7_N002,34969_ISIS    _12.5_GU1,22M7_DB114,2022-07-28T00:00:00,4978
AS_NP26,LOAD,TWISSL_7_LD-EQ,ISIS_7_N001,34969_ISIS    _12.5_LDEQ,22M7_DB114,2022-07-28T00:00:00,4979
AS_SP15,LOAD,TWISSL_7_LD-EQ,ISIS_7_N001,34969_ISIS    _12.5_LDEQ,22M7_DB114,2022-07-28T00:00:00,4979
AS_NP26,GEN,TX-ELK_6_ECKSR2,ELKHILLS_7_N003,34921_ELKHILLS_12.5_GUS2,22M7_DB114,2022-07-28T00:00:00,4980
AS_SP15,GEN,TX-ELK_6_ECKSR2,ELKHILLS_7_N003,34921_ELKHILLS_12.5_GUS2,22M7_DB114,2022-07-28T00:00:00,4980
AS_SP15,LOAD,TX-ELK_6_LD-TXBH,TXBVHL_6_N001,34919_TX_BV_HL_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4981
AS_NP26,LOAD,TX-ELK_6_LD-TXBH,TXBVHL_6_N001,34919_TX_BV_HL_70.0_LD1,22M7_DB114,2022-07-28T00:00:00,4981
AS_SP15,GEN,TX-ELK_6_SOLAR1,ELKHILLS_7_N001,34921_ELKHILLS_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,4982
AS_NP26,GEN,TX-ELK_6_SOLAR1,ELKHILLS_7_N001,34921_ELKHILLS_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,4982
AS_SP15,LOAD,TX-ELK_7_LD-EH,ELKHILLS_7_N002,34921_ELKHILLS_12.5_LDEH,22M7_DB114,2022-07-28T00:00:00,4983
AS_NP26,LOAD,TX-ELK_7_LD-EH,ELKHILLS_7_N002,34921_ELKHILLS_12.5_LDEH,22M7_DB114,2022-07-28T00:00:00,4983
AS_SP15,GEN,TXMCKT_6_UNIT,TEXMCKT_1_N101,34785_TEX MCKT_115_GU1,22M7_DB114,2022-07-28T00:00:00,4984
AS_NP26,GEN,TXMCKT_6_UNIT,TEXMCKT_1_N101,34785_TEX MCKT_115_GU1,22M7_DB114,2022-07-28T00:00:00,4984
AS_NP26,LOAD,TYLER_6_LD-CCPMP,CRCANAL_6_N001,31609_CR CANAL_60.0_LDCC,22M7_DB114,2022-07-28T00:00:00,4985
AS_NP15,LOAD,TYLER_6_LD-CCPMP,CRCANAL_6_N001,31609_CR CANAL_60.0_LDCC,22M7_DB114,2022-07-28T00:00:00,4985
AS_NP15,LOAD,TYLER_6_LD1,TYLER_6_N002,31610_TYLER   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,4986
AS_NP26,LOAD,TYLER_6_LD1,TYLER_6_N002,31610_TYLER   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,4986
AS_NP15,LOAD,TYLER_6_LD2,TYLER_6_N001,31610_TYLER   _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,4987
AS_NP26,LOAD,TYLER_6_LD2,TYLER_6_N001,31610_TYLER   _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,4987
AS_SP26,GEN,UCMTG_6_FCELL,UCM_6_N110,22864_UCM     _69.0_GUM1,22M7_DB114,2022-07-28T00:00:00,4988
AS_SP15,GEN,UCMTG_6_FCELL,UCM_6_N110,22864_UCM     _69.0_GUM1,22M7_DB114,2022-07-28T00:00:00,4988
AS_SP26,LOAD,UCMTG_6_LD30,UCM_6_N002,22864_UCM     _69.0_LD30,22M7_DB114,2022-07-28T00:00:00,4989
AS_SP15,LOAD,UCMTG_6_LD30,UCM_6_N002,22864_UCM     _69.0_LD30,22M7_DB114,2022-07-28T00:00:00,4989
AS_SP15,LOAD,UCMTG_6_LD31,UCM_6_N006,22864_UCM     _69.0_LD31,22M7_DB114,2022-07-28T00:00:00,4990
AS_SP26,LOAD,UCMTG_6_LD31,UCM_6_N006,22864_UCM     _69.0_LD31,22M7_DB114,2022-07-28T00:00:00,4990
AS_SP26,LOAD,UCMTG_6_LD32,UCM_6_N001,22864_UCM     _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,4991
AS_SP15,LOAD,UCMTG_6_LD32,UCM_6_N001,22864_UCM     _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,4991
AS_NP26,LOAD,UKIAH_1_LD-CTUKH,CITYUKH_1_B1,38020_CITY UKH_115_LD1,22M7_DB114,2022-07-28T00:00:00,4992
AS_NP15,LOAD,UKIAH_1_LD-CTUKH,CITYUKH_1_B1,38020_CITY UKH_115_LD1,22M7_DB114,2022-07-28T00:00:00,4992
AS_NP26,LOAD,UKIAH_1_LD1,UKIAH_1_N005,31204_UKIAH   _115_LD1,22M7_DB114,2022-07-28T00:00:00,4993
AS_NP15,LOAD,UKIAH_1_LD1,UKIAH_1_N005,31204_UKIAH   _115_LD1,22M7_DB114,2022-07-28T00:00:00,4993
AS_NP26,LOAD,UKIAH_1_LD2,UKIAH_1_N001,31204_UKIAH   _115_LD2,22M7_DB114,2022-07-28T00:00:00,4994
AS_NP15,LOAD,UKIAH_1_LD2,UKIAH_1_N001,31204_UKIAH   _115_LD2,22M7_DB114,2022-07-28T00:00:00,4994
AS_NP15,GEN,UKIAH_7_LAKEMN,CITYUKH_1_N001,38020_CITY UKH_115_GULM,22M7_DB114,2022-07-28T00:00:00,4995
AS_NP26,GEN,UKIAH_7_LAKEMN,CITYUKH_1_N001,38020_CITY UKH_115_GULM,22M7_DB114,2022-07-28T00:00:00,4995
AS_SP15,GEN,ULTOGL_1_POSO,ULTRAOGL_7_N001,35035_ULTRAOGL_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,4996
AS_NP26,GEN,ULTOGL_1_POSO,ULTRAOGL_7_N001,35035_ULTRAOGL_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,4996
AS_NP15,LOAD,ULTPCH_1_LD1,CHSTN_1_N001,33928_CH.STN  _115_LDSP,22M7_DB114,2022-07-28T00:00:00,4997
AS_NP26,LOAD,ULTPCH_1_LD1,CHSTN_1_N001,33928_CH.STN  _115_LDSP,22M7_DB114,2022-07-28T00:00:00,4997
AS_NP26,GEN,ULTPCH_1_UCSBT1,CH.STN._7_N001,GN2_GU,22M7_DB114,2022-07-28T00:00:00,4998
AS_NP15,GEN,ULTPCH_1_UCSBT1,CH.STN._7_N001,GN2_GU,22M7_DB114,2022-07-28T00:00:00,4998
AS_NP15,GEN,ULTPCH_1_UNIT 1,CHSTN_7_B1,34050_CH.STN. _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,4999
AS_NP26,GEN,ULTPCH_1_UNIT 1,CHSTN_7_B1,34050_CH.STN. _13.8_GU1,22M7_DB114,2022-07-28T00:00:00,4999
AS_NP15,GEN,ULTPFR_1_UNIT 1,ULTPWRJ_1_N001,34375_ULTPWRJ _115_GU1,22M7_DB114,2022-07-28T00:00:00,5000
AS_NP26,GEN,ULTPFR_1_UNIT 1,ULTPWRJ_1_N001,34375_ULTPWRJ _115_GU1,22M7_DB114,2022-07-28T00:00:00,5000
AS_NP26,GEN,ULTRCK_2_UNIT,ULTRRCK_7_N001,32500_ULTR RCK_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5001
AS_NP15,GEN,ULTRCK_2_UNIT,ULTRRCK_7_N001,32500_ULTR RCK_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5001
AS_NP26,GEN,UNCHEM_1_UNIT,UNIONCH_7_B1,32920_UNION CH_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5002
AS_NP15,GEN,UNCHEM_1_UNIT,UNIONCH_7_B1,32920_UNION CH_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5002
AS_NP26,GEN,UNOCAL_1_UNITS,UNOCAL_7_N002,32910_UNOCAL  _12.0_GU1,22M7_DB114,2022-07-28T00:00:00,5003
AS_NP15,GEN,UNOCAL_1_UNITS,UNOCAL_7_N002,32910_UNOCAL  _12.0_GU1,22M7_DB114,2022-07-28T00:00:00,5003
AS_NP15,LOAD,UNOCAL_7_LD1,UNOCAL_7_N001,32910_UNOCAL  _12.0_LD1,22M7_DB114,2022-07-28T00:00:00,5004
AS_NP26,LOAD,UNOCAL_7_LD1,UNOCAL_7_N001,32910_UNOCAL  _12.0_LD1,22M7_DB114,2022-07-28T00:00:00,5004
AS_NP15,GEN,UNTDQF_7_UNITS,UALCOGN_1_N001,33304_UAL COGN_115_GU1,22M7_DB114,2022-07-28T00:00:00,5005
AS_NP26,GEN,UNTDQF_7_UNITS,UALCOGN_1_N001,33304_UAL COGN_115_GU1,22M7_DB114,2022-07-28T00:00:00,5005
AS_NP26,GEN,UNVRSY_1_UNIT 1,UNIVRSTY_7_B1,34787_UNIVRSTY_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,5006
AS_SP15,GEN,UNVRSY_1_UNIT 1,UNIVRSTY_7_B1,34787_UNIVRSTY_12.5_GU1,22M7_DB114,2022-07-28T00:00:00,5006
AS_NP26,LOAD,UOP_6_LD1,UOP_6_N001,33708_UOP     _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5007
AS_NP15,LOAD,UOP_6_LD1,UOP_6_N001,33708_UOP     _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5007
AS_NP15,LOAD,UPRLKE_6_LD1,UPPRLKE_6_N001,31330_UPPR LKE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5008
AS_NP26,LOAD,UPRLKE_6_LD1,UPPRLKE_6_N001,31330_UPPR LKE_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5008
AS_NP26,LOAD,URANUM_6_LD-T1,URANIUM_6_N001,36889_Uranium _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5009
AS_NP15,LOAD,URANUM_6_LD-T1,URANIUM_6_N001,36889_Uranium _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5009
AS_NP26,LOAD,URANUM_6_LD-T2,URANIUM_6_N002,36889_Uranium _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,5010
AS_NP15,LOAD,URANUM_6_LD-T2,URANIUM_6_N002,36889_Uranium _60.0_LD2,22M7_DB114,2022-07-28T00:00:00,5010
AS_NP15,LOAD,URANUM_6_LD-T3,URANIUM_6_N003,36889_Uranium _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,5011
AS_NP26,LOAD,URANUM_6_LD-T3,URANIUM_6_N003,36889_Uranium _60.0_LD3,22M7_DB114,2022-07-28T00:00:00,5011
AS_SP26,LOAD,URBAN_6_LD31,URBAN_6_N005,22868_URBAN   _69.0_LD31,22M7_DB114,2022-07-28T00:00:00,5012
AS_SP15,LOAD,URBAN_6_LD31,URBAN_6_N005,22868_URBAN   _69.0_LD31,22M7_DB114,2022-07-28T00:00:00,5012
AS_SP26,LOAD,URBAN_6_LD32,URBAN_6_N009,22868_URBAN   _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,5013
AS_SP15,LOAD,URBAN_6_LD32,URBAN_6_N009,22868_URBAN   _69.0_LD32,22M7_DB114,2022-07-28T00:00:00,5013
AS_SP15,LOAD,URBAN_6_LD33,URBAN_6_N001,22868_URBAN   _69.0_LD33,22M7_DB114,2022-07-28T00:00:00,5014
AS_SP26,LOAD,URBAN_6_LD33,URBAN_6_N001,22868_URBAN   _69.0_LD33,22M7_DB114,2022-07-28T00:00:00,5014
AS_NP15,LOAD,URICH_6_LD1,URICH_6_N001,33065_URICH   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5015
AS_NP26,LOAD,URICH_6_LD1,URICH_6_N001,33065_URICH   _60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5015
AS_NP15,LOAD,USPOST_1_LD1,POST_1_N001,31976_POST    _115_LD1,22M7_DB114,2022-07-28T00:00:00,5016
AS_NP26,LOAD,USPOST_1_LD1,POST_1_N001,31976_POST    _115_LD1,22M7_DB114,2022-07-28T00:00:00,5016
AS_NP15,GEN,USWND2_1_UNITS,USWP-PAT_1_B1,33576_USWP-PAT_115_GU1,22M7_DB114,2022-07-28T00:00:00,5017
AS_NP26,GEN,USWND2_1_UNITS,USWP-PAT_1_B1,33576_USWP-PAT_115_GU1,22M7_DB114,2022-07-28T00:00:00,5017
AS_NP26,GEN,USWND2_1_WIND1,CLLCTR2A_7_N001,39901_GLDHGNAB_34.5_GUA,22M7_DB114,2022-07-28T00:00:00,5018
AS_NP15,GEN,USWND2_1_WIND1,CLLCTR2A_7_N001,39901_GLDHGNAB_34.5_GUA,22M7_DB114,2022-07-28T00:00:00,5018
AS_NP15,GEN,USWND2_1_WIND2,CLLCTR2B_7_N001,39901_GLDHGNAB_34.5_GUB,22M7_DB114,2022-07-28T00:00:00,5019
AS_NP26,GEN,USWND2_1_WIND2,CLLCTR2B_7_N001,39901_GLDHGNAB_34.5_GUB,22M7_DB114,2022-07-28T00:00:00,5019
AS_NP26,GEN,USWND2_1_WIND3,GLDHLGNC_7_N001,39903_GLDHLGNC_34.5_GUC,22M7_DB114,2022-07-28T00:00:00,5020
AS_NP15,GEN,USWND2_1_WIND3,GLDHLGNC_7_N001,39903_GLDHLGNC_34.5_GUC,22M7_DB114,2022-07-28T00:00:00,5020
AS_NP15,GEN,USWND4_2_UNIT2,USWPRLF_2_N004,30570_USWP-RLF_230_GU2,22M7_DB114,2022-07-28T00:00:00,5021
AS_NP26,GEN,USWND4_2_UNIT2,USWPRLF_2_N004,30570_USWP-RLF_230_GU2,22M7_DB114,2022-07-28T00:00:00,5021
AS_NP26,GEN,USWND4_2_UNITS,USWP-RLF_2_N001,30570_USWP-RLF_230_GU1,22M7_DB114,2022-07-28T00:00:00,5022
AS_NP15,GEN,USWND4_2_UNITS,USWP-RLF_2_N001,30570_USWP-RLF_230_GU1,22M7_DB114,2022-07-28T00:00:00,5022
AS_NP26,GEN,USWNDR_2_LABWD1,USWINDPW_7_N009,32168_USWINDPW_21.6_GUD1,22M7_DB114,2022-07-28T00:00:00,5023
AS_NP15,GEN,USWNDR_2_LABWD1,USWINDPW_7_N009,32168_USWINDPW_21.6_GUD1,22M7_DB114,2022-07-28T00:00:00,5023
AS_NP26,GEN,USWNDR_2_SMUD,USWINDPW_7_N002,32168_USWINDPW_21.6_GU2,22M7_DB114,2022-07-28T00:00:00,5024
AS_NP15,GEN,USWNDR_2_SMUD,USWINDPW_7_N002,32168_USWINDPW_21.6_GU2,22M7_DB114,2022-07-28T00:00:00,5024
AS_NP15,GEN,USWNDR_2_SMUD2,RUSSEL_7_N007,32169_RUSSEL  _21.6_GU3,22M7_DB114,2022-07-28T00:00:00,5025
AS_NP26,GEN,USWNDR_2_SMUD2,RUSSEL_7_N007,32169_RUSSEL  _21.6_GU3,22M7_DB114,2022-07-28T00:00:00,5025
AS_NP15,GEN,USWNDR_2_UNITS,USWINDPW_7_N001,32168_USWINDPW_21.6_GU1,22M7_DB114,2022-07-28T00:00:00,5026
AS_NP26,GEN,USWNDR_2_UNITS,USWINDPW_7_N001,32168_USWINDPW_21.6_GU1,22M7_DB114,2022-07-28T00:00:00,5026
AS_NP26,GEN,USWPFK_6_FRICK,USWP-FRK_6_N001,35208_USWP-FRK_60.0_GU1,22M7_DB114,2022-07-28T00:00:00,5027
AS_NP15,GEN,USWPFK_6_FRICK,USWP-FRK_6_N001,35208_USWP-FRK_60.0_GU1,22M7_DB114,2022-07-28T00:00:00,5027
AS_NP26,GEN,USWPJR_2_UNITS,USWP-JRW_2_N001,33838_USWP JRW_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5028
AS_NP15,GEN,USWPJR_2_UNITS,USWP-JRW_2_N001,33838_USWP JRW_34.5_GU1,22M7_DB114,2022-07-28T00:00:00,5028
AS_NP15,LOAD,VACADX_1_LD6,VACADIX_1_N300,31998_VACA-DIX_115_LD6,22M7_DB114,2022-07-28T00:00:00,5029
AS_NP26,LOAD,VACADX_1_LD6,VACADIX_1_N300,31998_VACA-DIX_115_LD6,22M7_DB114,2022-07-28T00:00:00,5029
AS_NP15,LOAD,VACADX_1_LD7,VACADIX_1_N015,31998_VACA-DIX_115_LD7,22M7_DB114,2022-07-28T00:00:00,5030
AS_NP26,LOAD,VACADX_1_LD7,VACADIX_1_N015,31998_VACA-DIX_115_LD7,22M7_DB114,2022-07-28T00:00:00,5030
AS_NP26,LOAD,VACADX_1_LD8,VACA-DIX_1_N001,31998_VACA-DIX_115_LD8,22M7_DB114,2022-07-28T00:00:00,5031
AS_NP15,LOAD,VACADX_1_LD8,VACA-DIX_1_N001,31998_VACA-DIX_115_LD8,22M7_DB114,2022-07-28T00:00:00,5031
AS_NP15,LOAD,VACADX_1_LDM1,VACA-DIX_1_N083,31998_VACA-DIX_115_LDM1,22M7_DB114,2022-07-28T00:00:00,5032
AS_NP26,LOAD,VACADX_1_LDM1,VACA-DIX_1_N083,31998_VACA-DIX_115_LDM1,22M7_DB114,2022-07-28T00:00:00,5032
AS_NP15,GEN,VACADX_1_NAS,VACADIX_1_N085,31998_VACA-DIX_115_GUNS,22M7_DB114,2022-07-28T00:00:00,5033
AS_NP26,GEN,VACADX_1_NAS,VACADIX_1_N085,31998_VACA-DIX_115_GUNS,22M7_DB114,2022-07-28T00:00:00,5033
AS_NP15,GEN,VACADX_1_QF,VACA-DIX_1_N014,31998_VACA-DIX_115_GUM1,22M7_DB114,2022-07-28T00:00:00,5034
AS_NP26,GEN,VACADX_1_QF,VACA-DIX_1_N014,31998_VACA-DIX_115_GUM1,22M7_DB114,2022-07-28T00:00:00,5034
AS_NP15,GEN,VACADX_1_SOLAR,VACADIX_1_GN001,31998_VACA-DIX_115_GUM2,22M7_DB114,2022-07-28T00:00:00,5035
AS_NP26,GEN,VACADX_1_SOLAR,VACADIX_1_GN001,31998_VACA-DIX_115_GUM2,22M7_DB114,2022-07-28T00:00:00,5035
AS_NP15,GEN,VACADX_1_UNITA1,DGVADIX_7_B1,32150_DG_VADIX_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5036
AS_NP26,GEN,VACADX_1_UNITA1,DGVADIX_7_B1,32150_DG_VADIX_13.8_GU1,22M7_DB114,2022-07-28T00:00:00,5036
AS_NP15,LOAD,VACAVL_1_LD1,VACAVIL_1_N001,32000_VACAVIL _115_LD1,22M7_DB114,2022-07-28T00:00:00,5037
AS_NP26,LOAD,VACAVL_1_LD1,VACAVIL_1_N001,32000_VACAVIL _115_LD1,22M7_DB114,2022-07-28T00:00:00,5037
AS_NP26,LOAD,VACAVL_1_LD2,VACAVIL_1_N102,32000_VACAVIL _115_LD2,22M7_DB114,2022-07-28T00:00:00,5038
AS_NP15,LOAD,VACAVL_1_LD2,VACAVIL_1_N102,32000_VACAVIL _115_LD2,22M7_DB114,2022-07-28T00:00:00,5038
AS_NP26,LOAD,VACAVL_1_LD3,VACAVIL_1_N101,32000_VACAVIL _115_LD3,22M7_DB114,2022-07-28T00:00:00,5039
AS_NP15,LOAD,VACAVL_1_LD3,VACAVIL_1_N101,32000_VACAVIL _115_LD3,22M7_DB114,2022-07-28T00:00:00,5039
AS_NP26,LOAD,VALLCT_6_LD1,VALLECTS_6_B1,35213_VALLECTS_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5040
AS_NP15,LOAD,VALLCT_6_LD1,VALLECTS_6_B1,35213_VALLECTS_60.0_LD1,22M7_DB114,2022-07-28T00:00:00,5040
AS_SP26,LOAD,VALLEY_1_AULD,VALLEYSC_1_N221,cce51119-8322-4f2a-82e0-0bf7386e3672,22M7_DB114,2022-07-28T00:00:00,5041
