OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len
"89914","309622","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/dudek/sbsrp/DR_16_SDGE_combined.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,PENASQUITOS,MIRAMAR,14139.225084710500596
"89921","309630","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,JAMACHA,JAMACHA TAP,4698.652653542550979
"89927","309634","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/10/19,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,CAMERON,TAP308169,22349.044971911698667
"89945","309653","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ESCONDIDO,NOT AVAILABLE,18492.773394222600473
"89953","309663","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/10/19,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,DESCANSO,TAP305372,17394.890916060798190
"89997","309727","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LOS COCHES,LOVELAND,19925.017178788501042
"90014","309753","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.energy.ca.gov/sitingcases/chulavista/documents/applicant/afc/Volume_2_Appendices/Appendix_3A.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,URBAN,STATION B,2013.628717677820077
"90067","309811","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MISSION,ELLIOTT,7342.615511950850305
"90072","309837","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,AVOCADO,MONSERATE,8716.087952144349401
"90084","309828","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP302513,SAN LUIS REY,8093.901511047470194
"90194","310777","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,CARLTON HILLS TAP,CARLTON HILLS,2716.121480822610010
"90375","310189","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.cpuc.ca.gov/environment/info/aspen/miguel_mission/deir/text/B%20Project%20Description.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,MISSION,MIGUEL,64380.970888144896890
"90415","310260","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/reti/documents/2008-11-12_local_agencies/maps/CREZ_Southern_CA.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MURRAY,MISSION,13151.248556531400027
"90515","310363","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/21,IMAGERY/OTHER,2019/02/21,NOT AVAILABLE,69.000000000000000,UNDER 100,Y,OTAY MESA,UNKNOWN309070,8534.506985675690885
"90602","310460","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/documents/sdge_2012-2013proposedsolutions.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,SYCAMORE CANYON,CHICARITA,11326.308679143699919
"90607","310467","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,MISSION,SAN LUIS REY,67912.526330584005336
"90620","310487","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-Draft2013-2014TransmissionPlanStakeholderMeetingFeb12_2014.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ESCONDIDO,BERNARDO,19726.408247059498535
"90627","310498","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-Draft2013-2014TransmissionPlanStakeholderMeetingFeb12_2014.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BERNARDO,ARTESIAN,4957.668918093399952
"90641","310507","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,SAN LUIS REY,SAN ONOFRE,34317.619124915203429
"90660","310528","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/10/19,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,TAP305372,LOVELAND,11653.730708035800490
"90665","310561","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,UNKNOWN308179,CRESTWOOD,2226.438227114429992
"90725","310607","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,PALOMAR,SYCAMORE CANYON,44361.804119558801176
"90739","310625","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MIGUEL,BORDER,20463.362895207399561
"90741","310627","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MIGUEL,JAMACHA TAP,10485.622708828399482
"90901","310814","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,2017/01/01,IMAGERY/OTHER,2017/01/01,AZUSA LIGHT & POWER,115.000000000000000,100-161,N,STENT TAP,STENT,40.723272644852401
"90952","310875","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2019/01/22,SAN DIEGO GAS & ELECTRIC,230.000000000000000,220-287,N,NOT AVAILABLE,PENASQUITOS,22008.752824957500707
"90976","310903","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,138.000000000000000,100-161,N,PROCTOR VALLEY,MIGUEL,2617.818259655969996
"90981","310906","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Presentation-PreliminaryReliabilityAssessmentResults-Sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SILVERGATE,URBAN,3689.063956130400129
"91043","310978","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,BOULDER CREEK,NOT AVAILABLE,24377.642045127104211
"91095","311048","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,NOT AVAILABLE,RINCON,20784.093712388199492
"91403","311438","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,SANTEE,LOS COCHES,13078.316667130600763
"91429","311481","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/04/25,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,ALPINE,NOT AVAILABLE,17486.380541964801523
"91435","311485","AC; OVERHEAD",IN SERVICE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,https://cecgis-caenergy.opendata.arcgis.com/,2018/04/25,IMAGERY/OTHER,2018/10/19,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,EL CAJON,EL CAJON,55.550971573743702
"91471","311531","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/documents/presentation-preliminaryreliabilityassessmentresults-sep26_2013.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,OCEANSIDE,SAN LUIS REY,11854.503387693799596
"91504","311572","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/Documents/Day1-November19-20_2014StakeholderMeeting.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,LOS COCHES,ALPINE,15393.412048637699627
"91619","311713","AC; OVERHEAD",NOT AVAILABLE,"221121",ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.caiso.com/2b5d/2b5db469fef0.pdf,2017/01/01,IMAGERY/OTHER,2017/01/01,SAN DIEGO GAS & ELECTRIC,69.000000000000000,UNDER 100,N,MISSION,KEARNY,9884.128873466970617
